ISO,Year,EW2
FRO,2019,0.0
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,0.4
GAB,2001,0.4
GAB,2002,0.5
GAB,2003,0.5
GAB,2004,0.5
GAB,2005,0.5
GAB,2006,0.5
GAB,2007,0.5
GAB,2008,0.5
GAB,2009,0.5
GAB,2010,0.5
GAB,2011,0.5
GAB,2012,0.5
GAB,2013,0.5
GAB,2014,0.5
GAB,2015,0.5
GAB,2016,0.5
GAB,2017,0.5
GAB,2018,0.5
GAB,2019,0.5
GBR,2000,18.1
GBR,2001,17.6
GBR,2002,17.1
GBR,2003,16.5
GBR,2004,16.0
GBR,2005,15.5
GBR,2006,15.0
GBR,2007,14.5
GBR,2008,14.2
GBR,2009,14.1
GBR,2010,14.1
GBR,2011,13.1
GBR,2012,13.7
GBR,2013,13.0
GBR,2014,12.4
GBR,2015,13.91
GBR,2016,14.35
GBR,2017,14.35
GBR,2018,14.35
GBR,2019,14.35
GEO,2000,6.2
GEO,2001,6.2
GEO,2002,6.1
GEO,2003,6.0
GEO,2004,6.0
GEO,2005,5.9
GEO,2006,5.9
GEO,2007,5.9
GEO,2008,5.9
GEO,2009,5.9
GEO,2010,5.9
GEO,2011,5.9
GEO,2012,5.9
GEO,2013,5.9
GEO,2014,5.9
GEO,2015,4.73
GEO,2016,4.55
GEO,2017,4.38
GEO,2018,4.21
GEO,2019,4.21
GHA,2000,4.3
GHA,2001,4.4
GHA,2002,4.5
GHA,2003,4.6
GHA,2004,4.8
GHA,2005,4.9
GHA,2006,5.0
GHA,2007,5.1
GHA,2008,5.2
GHA,2009,5.3
GHA,2010,5.5
GHA,2011,5.6
GHA,2012,5.7
GHA,2013,5.8
GHA,2014,5.9
GHA,2015,6.27
GHA,2016,6.31
GHA,2017,6.31
GHA,2018,6.31
GHA,2019,6.31
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,0.9
GIN,2001,0.9
GIN,2002,0.9
GIN,2003,0.9
GIN,2004,0.9
GIN,2005,0.9
GIN,2006,0.9
GIN,2007,0.9
GIN,2008,0.9
GIN,2009,0.9
GIN,2010,0.9
GIN,2011,0.9
GIN,2012,0.9
GIN,2013,0.9
GIN,2014,0.9
GIN,2015,1.26
GIN,2016,1.29
GIN,2017,1.33
GIN,2018,1.37
GIN,2019,1.37
GMB,2000,2.0
GMB,2001,2.0
GMB,2002,2.1
GMB,2003,2.1
GMB,2004,2.2
GMB,2005,2.2
GMB,2006,2.2
GMB,2007,2.2
GMB,2008,2.2
GMB,2009,2.2
GMB,2010,2.2
GMB,2011,2.2
GMB,2012,2.2
GMB,2013,2.2
GMB,2014,2.2
GMB,2015,2.21
GMB,2016,2.21
GMB,2017,2.21
GMB,2018,2.21
GMB,2019,2.21
GNB,2000,1.5
GNB,2001,1.5
GNB,2002,1.5
GNB,2003,1.5
GNB,2004,1.5
GNB,2005,1.5
GNB,2006,1.5
GNB,2007,1.5
GNB,2008,1.5
GNB,2009,1.5
GNB,2010,1.5
GNB,2011,1.5
GNB,2012,1.5
GNB,2013,1.5
GNB,2014,1.5
GNB,2015,1.5
GNB,2016,1.5
GNB,2017,1.5
GNB,2018,1.5
GNB,2019,1.5
GNQ,2000,0.2
GNQ,2001,0.2
GNQ,2002,0.2
GNQ,2003,0.2
GNQ,2004,0.2
GNQ,2005,0.2
GNQ,2006,0.2
GNQ,2007,0.2
GNQ,2008,0.2
GNQ,2009,0.2
GNQ,2010,0.2
GNQ,2011,0.2
GNQ,2012,0.2
GNQ,2013,0.2
GNQ,2014,0.2
GNQ,2015,0.18
GNQ,2016,0.18
GNQ,2017,0.18
GNQ,2018,0.18
GNQ,2019,0.18
GRC,2000,18.2
GRC,2001,18.5
GRC,2002,18.7
GRC,2003,19.0
GRC,2004,19.2
GRC,2005,19.5
GRC,2006,19.5
GRC,2007,19.5
GRC,2008,19.6
GRC,2009,19.8
GRC,2010,19.9
GRC,2011,20.1
GRC,2012,20.1
GRC,2013,20.1
GRC,2014,20.1
GRC,2015,20.04
GRC,2016,20.51
GRC,2017,20.49
GRC,2018,20.48
GRC,2019,20.48
GRD,2000,5.0
GRD,2001,5.0
GRD,2002,5.0
GRD,2003,5.0
GRD,2004,5.0
GRD,2005,5.0
GRD,2006,5.2
GRD,2007,5.5
GRD,2008,5.7
GRD,2009,5.9
GRD,2010,6.1
GRD,2011,6.4
GRD,2012,6.6
GRD,2013,6.8
GRD,2014,7.1
GRD,2015,7.05
GRD,2016,7.05
GRD,2017,7.05
GRD,2018,7.05
GRD,2019,7.05
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,4.2
GTM,2001,4.5
GTM,2002,4.8
GTM,2003,5.1
GTM,2004,5.4
GTM,2005,5.7
GTM,2006,5.7
GTM,2007,5.7
GTM,2008,5.7
GTM,2009,5.7
GTM,2010,5.7
GTM,2011,5.7
GTM,2012,5.7
GTM,2013,5.7
GTM,2014,5.7
GTM,2015,5.74
GTM,2016,5.74
GTM,2017,5.74
GTM,2018,5.74
GTM,2019,5.74
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,3.7
GUY,2001,3.7
GUY,2002,3.7
GUY,2003,3.6
GUY,2004,3.6
GUY,2005,3.6
GUY,2006,3.5
GUY,2007,3.5
GUY,2008,3.4
GUY,2009,3.4
GUY,2010,3.3
GUY,2011,3.3
GUY,2012,3.3
GUY,2013,3.3
GUY,2014,3.3
GUY,2015,3.3
GUY,2016,3.3
GUY,2017,3.3
GUY,2018,3.3
GUY,2019,3.3
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,4.6
HND,2001,4.6
HND,2002,4.6
HND,2003,4.6
HND,2004,4.6
HND,2005,4.6
HND,2006,4.6
HND,2007,4.6
HND,2008,4.6
HND,2009,4.6
HND,2010,4.6
HND,2011,4.6
HND,2012,4.6
HND,2013,4.6
HND,2014,4.6
HND,2015,4.62
HND,2016,4.62
HND,2017,4.62
HND,2018,4.62
HND,2019,4.62
HRV,2000,1.1
HRV,2001,1.1
HRV,2002,1.3
HRV,2003,1.4
HRV,2004,1.3
HRV,2005,1.4
HRV,2006,1.4
HRV,2007,1.4
HRV,2008,1.5
HRV,2009,1.5
HRV,2010,1.5
HRV,2011,1.5
HRV,2012,1.5
HRV,2013,1.4
HRV,2014,1.5
HRV,2015,1.52
HRV,2016,1.48
HRV,2017,1.5
HRV,2018,1.5
HRV,2019,1.5
HTI,2000,12.4
HTI,2001,12.51
HTI,2002,12.62
HTI,2003,12.73
HTI,2004,12.84
HTI,2005,12.95
HTI,2006,13.06
HTI,2007,13.17
HTI,2008,13.27
HTI,2009,13.38
HTI,2010,13.38
HTI,2011,13.38
HTI,2012,13.38
HTI,2013,13.38
HTI,2014,13.38
HTI,2015,13.38
HTI,2016,13.38
HTI,2017,13.38
HTI,2018,13.38
HTI,2019,13.38
HUN,2000,10.1
HUN,2001,10.0
HUN,2002,9.9
HUN,2003,9.9
HUN,2004,9.8
HUN,2005,9.7
HUN,2006,9.6
HUN,2007,9.5
HUN,2008,9.4
HUN,2009,11.0
HUN,2010,9.3
HUN,2011,9.0
HUN,2012,8.7
HUN,2013,9.1
HUN,2014,6.8
HUN,2015,6.96
HUN,2016,6.84
HUN,2017,7.77
HUN,2018,7.65
HUN,2019,7.65
IDN,2000,15.1
IDN,2001,16.0
IDN,2002,16.9
IDN,2003,17.8
IDN,2004,18.8
IDN,2005,19.7
IDN,2006,20.6
IDN,2007,21.5
IDN,2008,22.4
IDN,2009,23.3
IDN,2010,24.2
IDN,2011,25.1
IDN,2012,26.0
IDN,2013,27.0
IDN,2014,27.9
IDN,2015,28.78
IDN,2016,29.7
IDN,2017,29.7
IDN,2018,29.7
IDN,2019,29.7
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,4.7
IRL,2001,4.5
IRL,2002,4.3
IRL,2003,4.2
IRL,2004,4.0
IRL,2005,3.8
IRL,2006,3.7
IRL,2007,3.5
IRL,2008,3.6
IRL,2009,3.6
IRL,2010,3.6
IRL,2011,3.6
IRL,2012,3.6
IRL,2013,3.6
IRL,2014,3.6
IRL,2015,5.79
IRL,2016,6.15
IRL,2017,6.51
IRL,2018,6.87
IRL,2019,6.87
IRN,2000,77.4
IRN,2001,78.4
IRN,2002,79.4
IRN,2003,80.4
IRN,2004,81.3
IRN,2005,81.3
IRN,2006,81.3
IRN,2007,81.3
IRN,2008,81.3
IRN,2009,81.3
IRN,2010,81.3
IRN,2011,81.3
IRN,2012,81.3
IRN,2013,81.3
IRN,2014,81.3
IRN,2015,81.29
IRN,2016,81.29
IRN,2017,81.29
IRN,2018,81.29
IRN,2019,81.29
IRQ,2000,92.7
IRQ,2001,90.1
IRQ,2002,87.5
IRQ,2003,84.9
IRQ,2004,82.3
IRQ,2005,79.6
IRQ,2006,77.0
IRQ,2007,74.4
IRQ,2008,71.8
IRQ,2009,69.2
IRQ,2010,66.6
IRQ,2011,64.0
IRQ,2012,61.4
IRQ,2013,58.8
IRQ,2014,56.2
IRQ,2015,49.02
IRQ,2016,54.13
IRQ,2017,50.63
IRQ,2018,47.13
IRQ,2019,47.13
ISL,2000,0.2
ISL,2001,0.2
ISL,2002,0.2
ISL,2003,0.2
ISL,2004,0.2
ISL,2005,0.2
ISL,2006,0.3
ISL,2007,0.3
ISL,2008,0.3
ISL,2009,0.3
ISL,2010,0.4
ISL,2011,0.4
ISL,2012,0.4
ISL,2013,0.4
ISL,2014,0.4
ISL,2015,0.38
ISL,2016,0.35
ISL,2017,0.39
ISL,2018,0.39
ISL,2019,0.39
ISR,2000,139.2
ISR,2001,136.2
ISR,2002,133.2
ISR,2003,148.4
ISR,2004,122.4
ISR,2005,121.3
ISR,2006,120.2
ISR,2007,119.0
ISR,2008,117.9
ISR,2009,116.7
ISR,2010,115.6
ISR,2011,112.2
ISR,2012,108.9
ISR,2013,105.5
ISR,2014,102.1
ISR,2015,98.87
ISR,2016,102.84
ISR,2017,103.61
ISR,2018,95.94
ISR,2019,95.94
ITA,2000,39.7
ITA,2001,38.2
ITA,2002,36.8
ITA,2003,35.3
ITA,2004,33.8
ITA,2005,32.3
ITA,2006,30.9
ITA,2007,29.5
ITA,2008,47.2
ITA,2009,29.6
ITA,2010,29.7
ITA,2011,29.8
ITA,2012,29.9
ITA,2013,30.0
ITA,2014,30.0
ITA,2015,30.0
ITA,2016,30.0
ITA,2017,30.0
ITA,2018,30.0
ITA,2019,30.0
JAM,2000,10.5
JAM,2001,10.8
JAM,2002,11.0
JAM,2003,11.3
JAM,2004,11.6
JAM,2005,11.9
JAM,2006,12.1
JAM,2007,12.4
JAM,2008,12.7
JAM,2009,13.0
JAM,2010,13.2
JAM,2011,13.5
JAM,2012,13.8
JAM,2013,14.0
JAM,2014,14.3
JAM,2015,7.67
JAM,2016,12.47
JAM,2017,12.47
JAM,2018,12.47
JAM,2019,12.47
JOR,2000,82.6
JOR,2001,77.3
JOR,2002,81.8
JOR,2003,82.3
JOR,2004,88.9
JOR,2005,95.9
JOR,2006,101.6
JOR,2007,103.2
JOR,2008,102.8
JOR,2009,95.6
JOR,2010,98.9
JOR,2011,88.2
JOR,2012,94.0
JOR,2013,99.8
JOR,2014,107.4
JOR,2015,96.16
JOR,2016,100.08
JOR,2017,100.08
JOR,2018,100.08
JOR,2019,100.08
JPN,2000,41.6
JPN,2001,40.2
JPN,2002,38.8
JPN,2003,38.7
JPN,2004,38.5
JPN,2005,38.4
JPN,2006,38.2
JPN,2007,38.0
JPN,2008,37.7
JPN,2009,37.3
JPN,2010,37.3
JPN,2011,37.3
JPN,2012,37.3
JPN,2013,37.3
JPN,2014,37.3
JPN,2015,36.68
JPN,2016,36.57
JPN,2017,36.46
JPN,2018,36.46
JPN,2019,36.46
KAZ,2000,29.1
KAZ,2001,28.9
KAZ,2002,30.9
KAZ,2003,31.8
KAZ,2004,32.8
KAZ,2005,34.4
KAZ,2006,29.5
KAZ,2007,31.6
KAZ,2008,28.4
KAZ,2009,29.9
KAZ,2010,33.0
KAZ,2011,30.4
KAZ,2012,29.7
KAZ,2013,31.2
KAZ,2014,32.0
KAZ,2015,30.04
KAZ,2016,30.0
KAZ,2017,31.14
KAZ,2018,32.65
KAZ,2019,32.65
KEN,2000,12.9
KEN,2001,14.9
KEN,2002,17.0
KEN,2003,19.1
KEN,2004,20.2
KEN,2005,21.2
KEN,2006,22.3
KEN,2007,23.4
KEN,2008,24.4
KEN,2009,25.5
KEN,2010,26.5
KEN,2011,27.6
KEN,2012,28.8
KEN,2013,29.9
KEN,2014,31.0
KEN,2015,26.55
KEN,2016,33.24
KEN,2017,33.24
KEN,2018,33.24
KEN,2019,33.24
KGZ,2000,65.4
KGZ,2001,62.9
KGZ,2002,60.3
KGZ,2003,57.7
KGZ,2004,55.2
KGZ,2005,52.6
KGZ,2006,50.0
KGZ,2007,50.0
KGZ,2008,50.0
KGZ,2009,50.0
KGZ,2010,50.0
KGZ,2011,50.0
KGZ,2012,50.0
KGZ,2013,50.0
KGZ,2014,50.0
KGZ,2015,50.04
KGZ,2016,50.04
KGZ,2017,50.04
KGZ,2018,50.04
KGZ,2019,50.04
KHM,2000,1.0
KHM,2001,1.0
KHM,2002,1.0
KHM,2003,1.0
KHM,2004,1.0
KHM,2005,1.0
KHM,2006,1.0
KHM,2007,1.0
KHM,2008,1.0
KHM,2009,1.0
KHM,2010,1.0
KHM,2011,1.0
KHM,2012,1.0
KHM,2013,1.0
KHM,2014,1.0
KHM,2015,1.04
KHM,2016,1.04
KHM,2017,1.04
KHM,2018,1.04
KHM,2019,1.04
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,50.8
KNA,2001,50.8
KNA,2002,50.8
KNA,2003,50.8
KNA,2004,50.8
KNA,2005,50.8
KNA,2006,50.8
KNA,2007,50.8
KNA,2008,50.8
KNA,2009,50.8
KNA,2010,50.8
KNA,2011,50.8
KNA,2012,50.8
KNA,2013,50.8
KNA,2014,50.8
KNA,2015,50.83
KNA,2016,50.83
KNA,2017,50.83
KNA,2018,50.83
KNA,2019,50.83
KOR,2000,80.8
KOR,2001,83.0
KOR,2002,85.1
KOR,2003,85.2
KOR,2004,85.2
KOR,2005,85.2
KOR,2006,85.2
KOR,2007,85.2
KOR,2008,85.2
KOR,2009,85.2
KOR,2010,85.2
KOR,2011,85.2
KOR,2012,85.2
KOR,2013,85.2
KOR,2014,85.2
KOR,2015,85.22
KOR,2016,85.22
KOR,2017,85.22
KOR,2018,85.22
KOR,2019,85.22
KWT,2000,1912.0
KWT,2001,1993.0
KWT,2002,2075.0
KWT,2003,2075.0
KWT,2004,2075.0
KWT,2005,2075.0
KWT,2006,2075.0
KWT,2007,2075.0
KWT,2008,2075.0
KWT,2009,2075.0
KWT,2010,2075.0
KWT,2011,2075.0
KWT,2012,2075.0
KWT,2013,2075.0
KWT,2014,2075.0
KWT,2015,3399.0
KWT,2016,3575.0
KWT,2017,3850.5
KWT,2018,3850.5
KWT,2019,3850.5
LAO,2000,2.3
LAO,2001,2.3
LAO,2002,2.3
LAO,2003,2.3
LAO,2004,2.3
LAO,2005,2.3
LAO,2006,2.6
LAO,2007,2.9
LAO,2008,3.2
LAO,2009,3.5
LAO,2010,3.8
LAO,2011,4.0
LAO,2012,4.3
LAO,2013,4.6
LAO,2014,4.9
LAO,2015,5.12
LAO,2016,4.99
LAO,2017,4.77
LAO,2018,4.77
LAO,2019,4.77
LBN,2000,41.1
LBN,2001,40.3
LBN,2002,39.5
LBN,2003,38.7
LBN,2004,37.9
LBN,2005,35.6
LBN,2006,37.9
LBN,2007,40.2
LBN,2008,42.5
LBN,2009,44.9
LBN,2010,47.2
LBN,2011,49.5
LBN,2012,51.8
LBN,2013,54.1
LBN,2014,56.5
LBN,2015,58.79
LBN,2016,58.79
LBN,2017,58.79
LBN,2018,58.79
LBN,2019,58.79
LBR,2000,0.2
LBR,2001,0.2
LBR,2002,0.2
LBR,2003,0.3
LBR,2004,0.3
LBR,2005,0.3
LBR,2006,0.3
LBR,2007,0.3
LBR,2008,0.3
LBR,2009,0.3
LBR,2010,0.3
LBR,2011,0.3
LBR,2012,0.3
LBR,2013,0.3
LBR,2014,0.3
LBR,2015,0.26
LBR,2016,0.26
LBR,2017,0.26
LBR,2018,0.26
LBR,2019,0.26
LBY,2000,615.4
LBY,2001,632.0
LBY,2002,648.5
LBY,2003,665.0
LBY,2004,681.5
LBY,2005,698.1
LBY,2006,715.1
LBY,2007,732.1
LBY,2008,749.1
LBY,2009,766.1
LBY,2010,783.1
LBY,2011,800.1
LBY,2012,817.1
LBY,2013,817.1
LBY,2014,817.1
LBY,2015,817.14
LBY,2016,817.14
LBY,2017,817.14
LBY,2018,817.14
LBY,2019,817.14
LCA,2000,14.3
LCA,2001,14.3
LCA,2002,14.3
LCA,2003,14.3
LCA,2004,14.3
LCA,2005,14.3
LCA,2006,14.3
LCA,2007,14.3
LCA,2008,14.3
LCA,2009,14.3
LCA,2010,14.3
LCA,2011,14.3
LCA,2012,14.3
LCA,2013,14.3
LCA,2014,14.3
LCA,2015,14.3
LCA,2016,14.3
LCA,2017,14.3
LCA,2018,14.3
LCA,2019,14.3
LIE,2000,0.0
LIE,2001,0.0
LIE,2002,0.0
LIE,2003,0.0
LIE,2004,0.0
LIE,2005,0.0
LIE,2006,0.0
LIE,2007,0.0
LIE,2008,0.0
LIE,2009,0.0
LIE,2010,0.0
LIE,2011,0.0
LIE,2012,0.0
LIE,2013,0.0
LIE,2014,0.0
LIE,2015,0.0
LIE,2016,0.0
LIE,2017,0.0
LIE,2018,0.0
LIE,2019,0.0
LKA,2000,91.2
LKA,2001,91.1
LKA,2002,91.1
LKA,2003,91.0
LKA,2004,90.9
LKA,2005,90.8
LKA,2006,90.8
LKA,2007,90.8
LKA,2008,90.8
LKA,2009,90.8
LKA,2010,90.8
LKA,2011,90.8
LKA,2012,90.8
LKA,2013,90.8
LKA,2014,90.8
LKA,2015,90.79
LKA,2016,90.79
LKA,2017,90.79
LKA,2018,90.79
LKA,2019,90.79
LSO,2000,2.6
LSO,2001,2.6
LSO,2002,2.6
LSO,2003,2.6
LSO,2004,2.6
LSO,2005,2.6
LSO,2006,2.6
LSO,2007,2.6
LSO,2008,2.6
LSO,2009,2.6
LSO,2010,2.6
LSO,2011,2.6
LSO,2012,2.6
LSO,2013,2.6
LSO,2014,2.6
LSO,2015,2.57
LSO,2016,2.57
LSO,2017,2.57
LSO,2018,2.57
LSO,2019,2.57
LTU,2000,21.9
LTU,2001,20.0
LTU,2002,19.4
LTU,2003,18.7
LTU,2004,18.1
LTU,2005,17.5
LTU,2006,16.9
LTU,2007,16.3
LTU,2008,14.4
LTU,2009,12.4
LTU,2010,10.4
LTU,2011,8.5
LTU,2012,6.5
LTU,2013,4.5
LTU,2014,2.6
LTU,2015,2.75
LTU,2016,2.22
LTU,2017,1.87
LTU,2018,1.83
LTU,2019,1.83
LUX,2000,4.9
LUX,2001,4.8
LUX,2002,4.7
LUX,2003,4.6
LUX,2004,4.5
LUX,2005,4.4
LUX,2006,4.2
LUX,2007,4.1
LUX,2008,4.0
LUX,2009,3.9
LUX,2010,3.9
LUX,2011,3.8
LUX,2012,3.7
LUX,2013,3.6
LUX,2014,3.8
LUX,2015,3.72
LUX,2016,3.68
LUX,2017,3.78
LUX,2018,4.33
LUX,2019,4.33
LVA,2000,0.2
LVA,2001,0.2
LVA,2002,1.4
LVA,2003,1.4
LVA,2004,1.4
LVA,2005,1.3
LVA,2006,1.3
LVA,2007,1.2
LVA,2008,1.3
LVA,2009,2.3
LVA,2010,1.6
LVA,2011,2.2
LVA,2012,1.5
LVA,2013,1.4
LVA,2014,1.0
LVA,2015,1.04
LVA,2016,1.32
LVA,2017,1.07
LVA,2018,1.08
LVA,2019,1.08
MAC,2000,0.0
MAC,2001,0.0
MAC,2002,0.0
MAC,2003,0.0
MAC,2004,0.0
MAC,2005,0.0
MAC,2006,0.0
MAC,2007,0.0
MAC,2008,0.0
MAC,2009,0.0
MAC,2010,0.0
MAC,2011,0.0
MAC,2012,0.0
MAC,2013,0.0
MAC,2014,0.0
MAC,2015,0.0
MAC,2016,0.0
MAC,2017,0.0
MAC,2018,0.0
MAC,2019,0.0
MAR,2000,60.5
MAR,2001,65.8
MAR,2002,71.1
MAR,2003,68.6
MAR,2004,66.0
MAR,2005,63.5
MAR,2006,60.9
MAR,2007,58.4
MAR,2008,55.8
MAR,2009,53.3
MAR,2010,50.8
MAR,2011,50.8
MAR,2012,50.8
MAR,2013,50.8
MAR,2014,50.8
MAR,2015,50.75
MAR,2016,50.75
MAR,2017,50.75
MAR,2018,50.75
MAR,2019,50.75
MCO,2000,0.0
MCO,2001,0.0
MCO,2002,0.0
MCO,2003,0.0
MCO,2004,0.0
MCO,2005,0.0
MCO,2006,0.0
MCO,2007,0.0
MCO,2008,0.0
MCO,2009,0.0
MCO,2010,0.0
MCO,2011,0.0
MCO,2012,0.0
MCO,2013,0.0
MCO,2014,0.0
MCO,2015,0.0
MCO,2016,0.0
MCO,2017,0.0
MCO,2018,0.0
MCO,2019,0.0
MDA,2000,20.7
MDA,2001,13.0
MDA,2002,12.9
MDA,2003,12.8
MDA,2004,12.7
MDA,2005,12.7
MDA,2006,12.7
MDA,2007,12.7
MDA,2008,13.1
MDA,2009,12.8
MDA,2010,12.6
MDA,2011,12.6
MDA,2012,12.6
MDA,2013,12.5
MDA,2014,12.4
MDA,2015,12.47
MDA,2016,12.52
MDA,2017,12.47
MDA,2018,12.43
MDA,2019,12.43
MDG,2000,11.2
MDG,2001,11.2
MDG,2002,11.3
MDG,2003,11.3
MDG,2004,11.3
MDG,2005,11.4
MDG,2006,11.4
MDG,2007,11.4
MDG,2008,11.4
MDG,2009,11.4
MDG,2010,11.4
MDG,2011,11.4
MDG,2012,11.4
MDG,2013,11.4
MDG,2014,11.4
MDG,2015,11.34
MDG,2016,11.34
MDG,2017,11.34
MDG,2018,11.34
MDG,2019,11.34
MDV,2000,17.7
MDV,2001,17.1
MDV,2002,16.9
MDV,2003,16.7
MDV,2004,16.5
MDV,2005,16.3
MDV,2006,16.1
MDV,2007,15.9
MDV,2008,15.7
MDV,2009,15.7
MDV,2010,15.7
MDV,2011,15.7
MDV,2012,15.7
MDV,2013,15.7
MDV,2014,15.7
MDV,2015,15.67
MDV,2016,15.67
MDV,2017,15.67
MDV,2018,15.67
MDV,2019,15.67
MEX,2000,26.6
MEX,2001,26.8
MEX,2002,27.1
MEX,2003,28.0
MEX,2004,28.2
MEX,2005,28.6
MEX,2006,28.9
MEX,2007,29.5
MEX,2008,29.9
MEX,2009,28.7
MEX,2010,29.9
MEX,2011,29.8
MEX,2012,31.0
MEX,2013,30.6
MEX,2014,31.9
MEX,2015,32.13
MEX,2016,32.14
MEX,2017,32.95
MEX,2018,33.32
MEX,2019,33.32
MHL,2000,0.0
MHL,2001,0.0
MHL,2002,0.0
MHL,2003,0.0
MHL,2004,0.0
MHL,2005,0.0
MHL,2006,0.0
MHL,2007,0.0
MHL,2008,0.0
MHL,2009,0.0
MHL,2010,0.0
MHL,2011,0.0
MHL,2012,0.0
MHL,2013,0.0
MHL,2014,0.0
MHL,2015,0.0
MHL,2016,0.0
MHL,2017,0.0
MHL,2018,0.0
MHL,2019,0.0
MKD,2000,22.8
MKD,2001,19.0
MKD,2002,15.3
MKD,2003,14.9
MKD,2004,14.5
MKD,2005,14.1
MKD,2006,13.7
MKD,2007,13.3
MKD,2008,13.3
MKD,2009,13.2
MKD,2010,13.1
MKD,2011,13.1
MKD,2012,13.0
MKD,2013,12.9
MKD,2014,12.9
MKD,2015,20.83
MKD,2016,25.27
MKD,2017,25.27
MKD,2018,25.27
MKD,2019,25.27
MLI,2000,7.4
MLI,2001,7.8
MLI,2002,7.9
MLI,2003,7.9
MLI,2004,7.9
MLI,2005,8.0
MLI,2006,8.0
MLI,2007,8.0
MLI,2008,8.0
MLI,2009,8.0
MLI,2010,8.0
MLI,2011,8.0
MLI,2012,8.0
MLI,2013,8.0
MLI,2014,8.0
MLI,2015,8.0
MLI,2016,8.0
MLI,2017,8.0
MLI,2018,8.0
MLI,2019,8.0
MLT,2000,61.3
MLT,2001,64.3
MLT,2002,67.3
MLT,2003,67.9
MLT,2004,68.5
MLT,2005,69.1
MLT,2006,69.7
MLT,2007,70.3
MLT,2008,70.9
MLT,2009,62.8
MLT,2010,81.0
MLT,2011,75.4
MLT,2012,79.4
MLT,2013,91.3
MLT,2014,89.1
MLT,2015,82.77
MLT,2016,82.97
MLT,2017,85.15
MLT,2018,81.74
MLT,2019,81.74
MMR,2000,5.8
MMR,2001,5.8
MMR,2002,5.8
MMR,2003,5.8
MMR,2004,5.8
MMR,2005,5.8
MMR,2006,5.8
MMR,2007,5.8
MMR,2008,5.8
MMR,2009,5.8
MMR,2010,5.8
MMR,2011,5.8
MMR,2012,5.8
MMR,2013,5.8
MMR,2014,5.8
MMR,2015,5.8
MMR,2016,5.8
MMR,2017,5.8
MMR,2018,5.8
MMR,2019,5.8
MNE,2000,0.0
MNE,2001,0.0
MNE,2002,0.0
